y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
2.0,4.0,5.0,10.0,8.0,10.0,10.0,10.0,2.0,10.0,10.0,7.0,7.0,10.0,5.0,7.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39756.58567373593,248.9798319952293
3.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,0.0,8.0,0.0,0.0,0.0,6.0,5.0,6.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0,48770.684595840816,268.7730780281403
1.0,1.0,3.0,10.0,10.0,9.0,2.0,10.0,3.0,10.0,10.0,10.0,2.0,8.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,37808.99685444012,244.31785188013353
2.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,8.0,8.0,10.0,0.0,7.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0,45943.63013568646,265.9159168185065
0.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0,44730.730991256256,260.5791123809081
0.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0,42711.86804971928,257.7801189233488
1.0,3.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,10.0,0.0,8.0,10.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,39551.29631186483,250.41272941741508
1.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0,41843.942358316745,258.66409549223636
2.0,7.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,5.0,3.0,0.0,4.0,7.0,0.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0,50234.93381817839,270.1887121414647
3.0,5.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,2.0,6.0,1.0,3.0,4.0,4.0,5.0,7.0,7.0,6.0,0.0,0.0,0.0,0,67943.31928826174,331.67851198458555
