y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
2.0,4.0,5.0,10.0,10.0,8.0,10.0,4.0,5.0,6.0,3.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,4.0,2.0,6.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6392.160851862091,38.634015833333336
3.0,1.0,5.0,10.0,10.0,9.0,3.0,9.0,5.0,5.0,4.0,10.0,4.0,7.0,8.0,3.0,6.0,3.0,6.0,5.0,6.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9610.203175928207,50.094226250000006
1.0,1.0,3.0,10.0,10.0,10.0,4.0,5.0,9.0,4.0,4.0,6.0,0.0,5.0,3.0,4.0,6.0,7.0,3.0,7.0,4.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7964.962390819176,45.436755
2.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,10.0,4.0,2.0,4.0,7.0,4.0,7.0,5.0,7.0,3.0,7.0,5.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12047.80093592063,57.158825
0.0,6.0,7.0,10.0,10.0,10.0,7.0,2.0,7.0,7.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,3.0,6.0,1.0,4.0,6.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9039.847876394953,49.689093750000005
0.0,4.0,5.0,10.0,10.0,10.0,10.0,1.0,5.0,3.0,7.0,6.0,8.0,4.0,6.0,5.0,3.0,2.0,6.0,2.0,9.0,3.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9360.899134410467,50.261169583333334
1.0,3.0,2.0,10.0,10.0,10.0,8.0,7.0,4.0,5.0,3.0,10.0,4.0,4.0,4.0,10.0,8.0,6.0,3.0,4.0,2.0,5.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9134.933730990037,48.26304708333334
1.0,4.0,7.0,10.0,10.0,8.0,2.0,6.0,6.0,1.0,4.0,2.0,5.0,9.0,2.0,4.0,7.0,4.0,9.0,7.0,6.0,3.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8476.358131235851,47.359828333333326
2.0,7.0,5.0,10.0,10.0,10.0,10.0,8.0,6.0,3.0,8.0,5.0,9.0,1.0,5.0,6.0,2.0,4.0,8.0,5.0,7.0,1.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11710.145706896456,54.488962916666665
3.0,5.0,3.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,8.0,6.0,8.0,6.0,8.0,2.0,6.0,1.0,3.0,4.0,4.0,5.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11958.0071143267,54.199843333333334
