y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
2.0,4.0,5.0,10.0,10.0,10.0,10.0,7.0,9.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6591.6938516445225,36.41191521643881
3.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10558.504730004104,45.05322544168539
1.0,1.0,3.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6085.136072834401,34.408620610603776
2.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,10712.551733841165,46.61653803807328
0.0,6.0,7.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,5.0,10.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9188.082746074808,41.07112768695484
0.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9496.2584441636,42.52234206711688
1.0,3.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8474.620205159159,39.52477700377058
1.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,0.0,0.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8539.611876221297,41.25873372848267
2.0,7.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,6.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10848.114771057959,43.9069931126561
3.0,5.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,7.0,10.0,10.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0,13158.560037588873,50.81467051953409
1.0,0.0,4.0,10.0,10.0,10.0,10.0,0.0,7.0,10.0,9.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7930.9965598558065,39.4054881954533
1.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,8.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,10379.093719379664,43.837962009843295
2.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8643.12460453322,41.57603763601106
