y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
1.0,1.0,4.0,10.0,10.0,10.0,10.0,6.0,5.0,8.0,6.0,5.0,4.0,5.0,6.0,3.0,7.0,7.0,10.0,5.0,6.0,6.0,10.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,0,63847.31546906532,896.4722499999999
3.0,0.0,4.0,8.0,10.0,10.0,10.0,7.0,10.0,10.0,3.0,10.0,2.0,4.0,5.0,2.0,2.0,7.0,6.0,1.0,6.0,3.0,5.0,3.0,3.0,2.0,4.0,1.0,6.0,3.0,3.0,1.0,0,51530.56267605112,755.9924999999997
3.0,5.0,1.0,10.0,7.0,10.0,10.0,3.0,8.0,6.0,8.0,7.0,4.0,4.0,3.0,4.0,6.0,3.0,6.0,2.0,3.0,10.0,9.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0,56360.68538713828,794.5305000000001
4.0,3.0,3.0,8.0,8.0,7.0,10.0,10.0,4.0,10.0,7.0,4.0,4.0,4.0,6.0,3.0,1.0,7.0,9.0,3.0,10.0,7.0,7.0,4.0,4.0,3.0,4.0,0.0,2.0,7.0,2.0,2.0,0,66602.7706765656,864.8857499999998
1.0,8.0,5.0,10.0,10.0,9.0,5.0,3.0,5.0,7.0,7.0,3.0,5.0,6.0,8.0,5.0,4.0,5.0,8.0,5.0,3.0,6.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,0.0,3.0,4.0,0,65122.00602683369,894.6389999999999
2.0,1.0,7.0,10.0,9.0,10.0,6.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,3.0,6.0,7.0,6.0,2.0,3.0,1.0,3.0,5.0,2.0,0.0,3.0,2.0,3.0,0.0,0,63623.69660984498,896.9762500000002
2.0,2.0,8.0,10.0,10.0,5.0,10.0,5.0,7.0,5.0,6.0,10.0,9.0,6.0,5.0,3.0,6.0,8.0,4.0,7.0,2.0,3.0,8.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,0,63342.07013747441,841.2125
4.0,5.0,4.0,10.0,6.0,10.0,4.0,9.0,7.0,5.0,9.0,6.0,4.0,10.0,6.0,5.0,6.0,2.0,4.0,3.0,9.0,1.0,5.0,2.0,3.0,7.0,4.0,5.0,4.0,3.0,2.0,4.0,0,70411.36386681075,974.908
2.0,8.0,8.0,10.0,5.0,7.0,4.0,8.0,7.0,6.0,6.0,7.0,5.0,4.0,3.0,8.0,5.0,1.0,6.0,4.0,7.0,10.0,4.0,6.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,0.0,0,66576.79372316354,904.8725
2.0,6.0,3.0,10.0,10.0,7.0,5.0,2.0,7.0,7.0,3.0,6.0,7.0,5.0,4.0,5.0,5.0,8.0,2.0,5.0,4.0,10.0,2.0,3.0,5.0,4.0,2.0,6.0,1.0,2.0,1.0,3.0,0,53191.68398595832,718.8557500000002
4.0,2.0,6.0,8.0,7.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,10.0,10.0,10.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,0,106953.20292516152,1279.04975
0.0,4.0,6.0,8.0,10.0,10.0,7.0,5.0,9.0,3.0,6.0,7.0,5.0,6.0,5.0,8.0,1.0,6.0,6.0,1.0,0.0,10.0,7.0,2.0,2.0,3.0,3.0,6.0,3.0,1.0,1.0,5.0,0,58310.12741966056,802.43
5.0,0.0,4.0,9.0,9.0,4.0,4.0,10.0,9.0,6.0,4.0,7.0,6.0,7.0,5.0,7.0,6.0,3.0,6.0,4.0,4.0,8.0,10.0,6.0,5.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,0,61557.49578671889,814.8132500000002
0.0,4.0,12.0,6.0,7.0,5.0,10.0,5.0,2.0,6.0,10.0,7.0,7.0,5.0,4.0,7.0,4.0,5.0,8.0,0.0,5.0,5.0,9.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,0,68307.40397660261,915.3707500000002
4.0,5.0,6.0,8.0,10.0,10.0,9.0,6.0,5.0,10.0,5.0,7.0,5.0,8.0,2.0,7.0,7.0,2.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,6.0,3.0,1.0,4.0,1.0,3.0,2.0,0,61522.28166596314,846.3829999999999
3.0,2.0,3.0,10.0,10.0,10.0,9.0,10.0,6.0,3.0,10.0,6.0,8.0,3.0,5.0,4.0,10.0,2.0,4.0,3.0,1.0,0.0,8.0,3.0,0.0,8.0,4.0,0.0,2.0,3.0,1.0,0.0,0,42724.48199610057,647.2622499999999
