y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
31.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,10.0,3.0,1.0,1.0,0.0,6.0,9.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55173.51723585373,740.5989999999999
60.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,2.0,6.0,4.0,6.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,124808.54650969552,1336.1294999999998
39.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,7.0,4.0,10.0,5.0,6.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69828.29909865953,819.6214999999997
21.0,0.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,4.0,4.0,8.0,7.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34031.588844531405,527.2705
20.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,2.0,0.0,10.0,8.0,9.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56665.733048263326,745.5447499999999
6.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,0.0,2.0,6.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31813.622555698486,607.2210000000001
24.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,7.0,7.0,3.0,6.0,9.0,8.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58018.01167949167,717.567
55.0,6.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,3.0,9.0,5.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105974.617430563,1172.31275
66.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140480.4234687064,1466.957
52.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,2.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117797.9298546176,1204.5810000000001
