y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
2.0,6.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,6.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14200.562385211466,197.46123
2.0,2.0,5.0,10.0,9.0,7.0,7.0,8.0,6.0,8.0,2.0,5.0,6.0,4.0,8.0,6.0,4.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2149.044725594399,27.739919999999998
25.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,3.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27808.041091941617,448.82212000000004
50.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,3.0,7.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59145.28193040389,939.7554700000002
5.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,8.0,6.0,6.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3840.6210795774878,53.370099999999994
43.0,1.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,8.0,4.0,4.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62395.70967722331,985.7339400000002
2.0,5.0,5.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,4.0,6.0,8.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38334.46124801082,572.8895500000001
25.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,4.0,6.0,4.0,9.0,7.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37218.546031350255,572.4490300000001
49.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,3.0,9.0,4.0,5.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78171.70973531384,1221.4763600000003
30.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,5.0,3.0,0.0,3.0,4.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39733.17678764586,628.01556
10.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,4.0,5.0,0.0,10.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24104.98525244427,360.26874
5.0,0.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,3.0,7.0,7.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12633.849301464068,177.64962
2.0,2.0,3.0,10.0,6.0,10.0,8.0,7.0,4.0,9.0,7.0,3.0,7.0,5.0,9.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,923.635507514393,10.91588
40.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,5.0,8.0,0.0,9.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62752.44179055596,980.5673400000001
5.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,5.0,4.0,10.0,8.0,7.0,0.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29781.554109802863,429.73661
36.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34780.30073971394,546.1324400000001
39.0,0.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,7.0,5.0,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35852.286222227245,577.00667
25.0,4.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,1.0,3.0,6.0,7.0,5.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23348.229580626718,365.61064000000005
47.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,3.0,0.0,0.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71356.17919404917,1111.2882400000003
27.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49378.664941970004,775.24969
0.0,4.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,8.0,10.0,5.0,9.0,4.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12922.022217292213,182.67843000000002
3.0,0.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,9.0,4.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6184.888379971562,83.45025
83.0,2.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,5.0,5.0,9.0,9.0,10.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,116552.02509485965,1830.66039
35.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,4.0,3.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57028.3984834874,900.92519
17.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19309.88170964693,300.98549
0.0,1.0,6.0,10.0,10.0,10.0,9.0,9.0,4.0,5.0,4.0,9.0,10.0,5.0,4.0,7.0,10.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3768.9971849654953,47.80832
9.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,4.0,8.0,4.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13589.769444639816,203.98638
22.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,7.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25674.98619711878,407.85426
31.0,6.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,10.0,9.0,9.0,10.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48140.35970849053,751.0584200000001
21.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,1.0,1.0,9.0,8.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13783.396934768361,204.83891
41.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,6.0,6.0,9.0,0.0,0.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69514.07174899701,1082.16875
