y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
66.0,5.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135928.54163763134,1283.329
76.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0,4.0,0.0,5.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,169123.6646210064,1681.8057499999998
114.0,4.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,5.0,0.0,9.0,10.0,0.0,0.0,6.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,255095.21225109606,2540.578
66.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,1.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,149355.97014190647,1478.7000000000003
79.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,4.0,5.0,3.0,4.0,0.0,10.0,10.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,158462.4080797094,1554.9795000000001
14.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,6.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71610.23821422638,533.9030000000001
31.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,7.0,0.0,6.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100177.9901339067,866.675
3.0,2.0,1.0,10.0,9.0,7.0,10.0,9.0,9.0,9.0,3.0,10.0,4.0,7.0,4.0,3.0,0.0,5.0,9.0,6.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70693.29670890441,566.8665
53.0,5.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,7.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135048.04900964705,1351.7274999999997
31.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,6.0,5.0,9.0,6.0,4.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88936.27661729146,801.5537499999998
74.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,2.0,3.0,3.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128576.1523438736,1308.0497500000001
1.0,4.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,7.0,5.0,8.0,6.0,2.0,10.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84683.93726757947,626.42
37.0,5.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,7.0,5.0,5.0,7.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85094.84564353198,784.5764999999999
36.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,10.0,7.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75904.618770841,644.996
13.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,8.0,4.0,10.0,6.0,0.0,6.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82691.92225199699,686.3195
27.0,0.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,6.0,7.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84916.67239655118,729.4429999999999
56.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,129633.75345049186,1237.3225
11.0,5.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,10.0,4.0,6.0,3.0,4.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73673.88320764816,567.488
86.0,5.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0,6.0,4.0,0.0,10.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,177188.2745243516,1758.6745
49.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,4.0,8.0,6.0,7.0,7.0,0.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,125649.37139437435,1141.556
55.0,7.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,10.0,8.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,104438.1398196553,963.2797499999999
14.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,4.0,7.0,7.0,7.0,0.0,4.0,3.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83515.43124638211,608.89075
19.0,7.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,8.0,7.0,4.0,10.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74903.08949216524,599.25375
17.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,3.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96659.51706779344,753.1799999999998
67.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,5.0,6.0,5.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,141985.5988775111,1425.32725
81.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,7.0,6.0,8.0,0.0,7.0,0.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,180253.95980861958,1775.9839999999997
59.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,3.0,8.0,5.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156664.77800875006,1524.9744999999998
1.0,3.0,3.0,9.0,5.0,8.0,5.0,8.0,8.0,10.0,1.0,5.0,5.0,0.0,9.0,2.0,0.0,0.0,6.0,5.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82355.64851572886,592.1265
36.0,3.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,5.0,7.0,6.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86302.89613053184,767.2255000000001
20.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,5.0,2.0,8.0,6.0,7.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84059.89083442389,680.2540000000001
2.0,5.0,2.0,5.0,9.0,7.0,5.0,3.0,7.0,2.0,10.0,6.0,9.0,2.0,10.0,0.0,0.0,7.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82861.65857036237,612.0135
92.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,6.0,5.0,8.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,173904.38034697474,1780.6390000000001
0.0,0.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,9.0,7.0,6.0,10.0,6.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82165.75136969525,605.56475
15.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,7.0,9.0,8.0,8.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76031.9801878921,657.6782499999999
5.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,2.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70940.0112385136,518.9365
102.0,3.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,7.0,4.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,193057.90227129415,1921.0777500000002
78.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,147816.6148696444,1529.3225
26.0,3.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,7.0,8.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90452.55244765033,698.3677500000001
66.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,10.0,8.0,10.0,2.0,7.0,3.0,9.0,8.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,173053.65827952884,1739.5652499999997
69.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,7.0,4.0,3.0,1.0,5.0,7.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,121319.4984412455,1221.758
17.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,5.0,9.0,3.0,0.0,10.0,0.0,4.0,5.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90563.92264472747,714.2114999999999
1.0,4.0,3.0,9.0,10.0,8.0,7.0,10.0,5.0,3.0,6.0,2.0,8.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60615.5309630704,448.2095
1.0,5.0,5.0,9.0,8.0,7.0,7.0,10.0,10.0,10.0,6.0,8.0,4.0,7.0,5.0,8.0,7.0,0.0,0.0,8.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81286.44043096255,637.8
33.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,10.0,9.0,10.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115765.34941707179,1071.8375000000003
4.0,2.0,6.0,10.0,10.0,9.0,7.0,8.0,10.0,9.0,9.0,2.0,4.0,10.0,6.0,0.0,5.0,7.0,7.0,10.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93253.88772887623,710.5494999999999
1.0,1.0,3.0,10.0,10.0,10.0,10.0,5.0,10.0,5.0,5.0,10.0,10.0,1.0,4.0,9.0,9.0,0.0,7.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73195.87550061801,550.0427500000001
