y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost
2,4,5,10,10,10,8,10,6,5,4,6,5,4,5,6,3,7,7,10,5,6,6,5,4,1,6,2,1,1,2,2,1,66784.4528320473,928.7167499999999
2,1,3,10,8,10,10,10,7,4,10,3,10,2,4,5,2,2,7,6,1,6,3,5,3,3,2,4,1,6,3,3,1,55101.219886360086,793.4559999999999
0,3,8,10,7,7,10,10,3,8,6,8,7,4,4,3,4,6,3,6,2,3,4,7,4,3,3,3,3,3,2,2,1,57976.99710878789,817.898
0,3,9,10,5,8,7,10,10,4,10,7,4,4,4,6,3,1,7,9,3,5,7,3,4,4,3,4,0,2,7,2,2,68124.91747100078,883.70725
1,3,4,5,10,10,9,5,3,5,7,7,3,5,6,8,2,4,5,8,5,3,2,4,2,4,4,3,3,1,0,3,4,60223.50634947526,853.1217499999999
2,2,3,10,8,9,10,6,4,6,6,6,8,8,5,9,4,7,3,6,7,6,2,3,1,3,5,2,0,3,2,3,0,62441.115071229615,884.581
2,4,5,4,10,10,5,10,5,7,5,6,10,5,6,5,3,6,8,4,7,2,3,3,4,1,1,4,1,3,3,1,3,59865.38788725805,811.7985000000001
3,4,5,6,10,6,10,4,9,7,5,5,6,4,10,6,5,6,2,4,3,4,1,5,2,3,7,4,5,4,3,2,4,68548.15947394371,965.7877500000001
2,5,5,10,10,5,7,2,8,7,6,6,7,5,4,3,3,5,1,6,4,7,5,4,6,2,3,3,5,4,1,1,0,57596.662879976764,823.5209999999997
1,1,8,10,8,10,7,5,2,7,7,3,6,7,5,4,5,5,8,2,5,4,2,2,3,5,4,2,6,1,2,1,3,52215.048676312574,709.21175
1,3,10,10,7,7,10,10,7,10,10,9,8,10,10,7,8,1,10,10,4,2,4,3,2,4,2,2,3,1,2,0,2,102689.26753706936,1237.172
1,2,6,10,8,10,10,6,5,9,3,6,7,5,6,5,6,1,6,6,1,0,4,7,2,2,3,3,6,3,1,1,5,58431.95938383771,807.2115000000001
3,4,9,10,6,9,4,4,10,9,6,4,7,6,7,5,3,6,3,6,4,4,8,1,6,5,3,5,2,2,0,1,2,64748.745195802665,842.78575
4,4,5,5,6,7,5,10,5,2,6,10,7,7,1,4,7,4,5,8,0,5,5,4,3,1,5,3,4,3,2,3,3,60820.24866857322,840.5535000000001
4,1,4,10,7,7,10,9,6,5,10,5,7,5,3,2,7,7,2,4,4,2,2,5,1,2,6,3,1,4,1,3,2,56639.27649606755,809.6767500000001
0,5,11,10,10,10,10,7,7,6,3,10,6,8,3,5,4,5,2,4,3,1,0,2,3,0,8,4,0,2,3,1,0,44769.37051301071,666.9954999999999
6,2,3,8,10,6,6,4,7,6,3,7,10,9,9,2,4,6,2,4,5,3,3,3,5,3,1,0,2,3,2,1,2,44927.893904086806,670.77925
3,3,5,10,9,5,9,7,6,7,5,8,6,9,8,3,4,8,7,4,7,6,10,5,7,5,2,2,2,4,1,3,3,90781.20573953551,1160.6522499999999
0,2,9,8,10,10,8,10,5,8,3,6,8,4,6,8,7,2,1,8,1,3,5,4,2,3,2,2,4,3,3,0,2,63936.74601041296,915.2169999999999
3,1,7,8,6,10,10,3,8,8,8,8,2,9,7,5,7,7,5,5,6,5,6,1,1,1,2,3,3,5,1,3,1,69615.82293482874,922.6117500000001
5,2,6,10,10,9,10,5,8,1,8,10,10,5,1,6,4,7,5,5,5,6,7,2,4,3,4,5,5,1,1,4,2,85397.24874684606,1140.8992500000002
0,1,8,10,4,8,6,9,8,8,4,5,6,5,1,8,9,4,7,5,5,2,4,3,2,1,3,2,2,5,1,3,2,62836.708557429156,904.3715000000001
1,3,3,8,7,10,10,8,7,6,10,7,8,6,4,5,8,6,7,7,6,4,4,2,5,0,1,5,2,2,1,2,2,71001.52068765256,929.7582499999999
2,1,3,8,7,10,10,6,7,7,8,8,6,3,4,6,0,3,7,4,2,3,2,2,4,7,0,3,3,1,1,3,1,44367.36456255509,756.8327499999999
2,5,5,10,10,10,6,7,9,6,7,4,8,6,2,2,2,5,5,7,6,4,1,1,2,1,4,5,5,4,3,1,2,60355.91676037805,819.91625
2,3,4,7,9,10,3,10,8,10,8,6,6,8,6,6,7,7,3,10,1,0,2,2,10,3,1,3,4,6,3,3,0,76840.56461596393,1020.9697500000002
1,3,9,10,10,5,10,10,10,4,5,5,6,5,7,7,4,7,2,2,4,7,4,9,4,0,2,1,2,2,4,2,3,71289.78735654619,985.6822500000002
2,3,8,10,10,8,6,7,6,6,9,7,5,6,3,5,7,6,5,4,6,4,3,3,1,6,2,1,2,1,3,2,0,57492.245779599856,822.796
2,6,5,10,10,5,6,7,8,6,10,5,5,7,3,5,8,10,4,5,4,2,4,3,4,6,3,0,2,1,3,2,4,64689.140903638574,862.3529999999998
3,3,3,9,9,10,10,7,4,9,6,4,4,5,6,6,6,7,3,2,3,6,5,4,7,6,3,3,2,3,2,4,3,74921.6376342725,1013.7425
3,4,6,8,10,7,10,4,10,10,7,7,9,0,2,5,5,9,7,5,4,5,2,6,6,5,4,2,1,4,1,2,2,81272.30119407087,1088.471
0,2,5,8,10,10,6,7,4,8,8,9,7,6,2,9,5,3,4,5,1,6,4,1,8,5,2,4,4,0,4,3,3,68132.51638705538,901.676
3,3,5,5,7,4,9,8,10,7,8,4,5,10,8,1,8,5,4,0,4,6,6,1,1,2,3,4,2,2,3,3,1,62649.21400823703,916.4470000000002
0,3,6,10,8,5,4,10,10,10,6,4,6,5,6,5,4,4,5,4,3,3,5,3,5,4,6,6,2,1,5,1,1,61117.78757809463,799.7204999999999
0,3,10,9,4,2,5,6,5,8,5,10,7,5,3,4,5,2,4,4,5,2,3,8,5,2,2,2,2,3,6,5,6,67627.86735008408,950.1010000000001
2,0,6,10,9,10,10,7,10,7,10,5,8,5,3,3,5,3,7,7,3,3,0,6,3,3,4,2,3,3,1,1,2,49579.978401115455,716.3855
3,2,7,10,8,6,7,10,10,6,3,4,10,2,7,4,1,5,4,4,6,5,8,4,3,5,4,5,2,2,1,3,3,67931.3500807805,871.67725
0,3,7,9,10,5,10,9,5,10,6,4,4,6,4,5,9,9,5,2,4,3,3,5,2,0,2,1,4,3,1,1,2,51939.6079027039,796.2334999999999
3,3,8,10,7,6,4,10,8,5,10,10,7,7,6,4,2,7,6,3,5,2,5,4,6,3,1,2,2,2,2,1,2,62334.97243805008,849.9875
1,4,6,10,6,10,8,8,5,8,10,7,8,4,10,1,4,3,4,1,5,6,7,6,1,2,2,5,5,4,2,2,1,67807.91883280367,868.2759999999997
1,2,5,9,10,8,7,6,9,5,10,10,10,4,5,7,5,3,4,6,3,2,3,3,7,1,3,2,3,7,4,1,4,67082.23786373771,830.9282499999999
3,1,3,10,10,10,9,6,7,10,1,8,10,3,2,5,6,1,5,5,3,3,2,6,6,3,2,0,2,1,1,3,2,45772.16038338907,733.084
0,3,4,7,9,6,10,10,10,5,8,6,6,9,7,4,7,4,8,4,3,1,1,2,4,4,3,3,0,5,1,5,1,61370.71620526833,869.7097500000001
2,4,4,10,10,10,9,3,7,8,8,5,2,4,5,5,5,3,8,7,2,4,2,6,3,4,6,2,5,1,1,2,3,65400.58005753407,915.3839999999999
2,2,2,10,10,9,10,6,8,9,2,4,4,2,3,4,10,8,3,5,4,2,1,3,2,1,3,1,1,1,2,0,4,40371.79669692871,702.0277500000001
7,3,2,10,4,10,7,10,9,10,10,7,5,6,9,1,3,8,4,5,3,5,7,1,3,3,3,3,4,0,2,0,2,61082.59335227533,801.83
1,2,5,9,10,8,8,7,9,8,10,8,8,10,10,6,3,4,5,1,5,3,4,3,3,4,1,5,5,0,5,4,0,75508.74999553201,1002.29475
2,4,6,10,8,9,10,10,8,9,3,5,8,4,2,2,0,5,6,10,3,1,4,2,2,4,4,6,4,1,4,1,6,62917.32690830393,868.5255000000001
1,2,4,10,10,7,10,10,5,6,4,2,10,3,6,4,5,1,5,6,2,4,6,2,3,1,1,3,1,1,2,1,0,38920.65451892193,604.8865000000001
0,1,7,10,10,10,8,7,8,5,10,9,5,2,5,3,6,7,1,5,2,4,1,3,2,5,1,2,3,3,2,3,1,44305.520750022,677.2869999999998
3,0,4,10,8,8,10,6,10,3,10,8,5,7,4,5,6,8,4,2,0,1,1,6,5,5,2,2,2,2,2,4,2,52912.168468280826,784.2405
2,3,6,7,9,9,8,7,10,6,4,10,9,1,3,8,3,4,5,5,4,2,1,1,4,3,2,3,3,3,3,1,2,49647.39977119896,705.905
2,4,1,10,7,7,8,6,8,7,3,2,6,3,5,4,6,5,2,3,6,3,2,3,2,4,1,3,4,5,2,2,4,54184.8666630736,825.4840000000004
3,5,5,10,7,9,10,10,10,5,10,4,10,4,6,3,3,6,4,6,6,4,4,4,5,3,0,3,2,5,4,3,2,77970.95396348668,1036.60775
1,4,1,8,9,10,6,10,10,10,6,10,6,7,10,6,7,4,4,5,4,1,4,5,7,4,3,1,3,1,1,2,3,72784.5007542787,913.63625
0,5,4,5,10,8,10,8,9,10,10,4,6,8,7,6,5,4,7,7,2,5,3,4,5,2,4,4,2,1,3,3,3,70144.17588821055,896.0092500000001
2,3,7,10,7,10,6,10,5,5,6,9,4,4,4,4,4,5,1,2,6,3,5,4,3,4,5,2,2,3,2,1,1,56403.06241167781,835.53575
3,2,5,8,10,5,8,7,5,9,5,4,6,8,1,3,8,6,8,6,7,4,6,5,2,3,6,3,0,6,2,0,2,73105.81922357681,987.17375
1,2,8,10,7,10,9,4,6,10,8,7,8,4,6,4,7,5,4,4,6,4,2,4,6,1,2,4,1,4,0,3,5,69811.73129324941,955.0529999999999
1,2,6,8,10,9,10,8,10,6,7,7,5,3,5,7,7,5,5,1,1,3,3,3,2,7,4,1,3,4,3,1,2,61669.722408901114,843.7590000000001
4,3,5,9,8,7,2,6,10,10,7,7,7,5,5,6,2,2,5,2,7,3,4,6,3,6,5,2,7,1,5,0,3,70141.96902748583,974.7909999999999
3,1,9,10,10,10,4,6,10,10,7,7,4,5,1,9,4,1,3,4,6,6,3,4,5,4,2,4,3,7,1,4,2,70113.38160342207,931.7552499999999
0,1,2,6,10,5,10,10,10,8,3,4,7,4,4,1,7,4,8,4,7,6,0,7,4,2,5,5,2,4,2,1,0,53594.344207997754,766.212
3,3,6,10,7,10,7,7,7,6,4,7,10,7,4,9,9,3,5,6,3,5,4,3,1,1,0,1,6,4,4,0,2,65942.23148200015,906.8897500000002
1,2,4,10,10,10,10,8,6,7,10,5,7,9,10,6,5,4,4,3,5,5,3,4,2,5,1,2,2,3,2,3,1,65904.28415239642,861.08325
3,2,3,10,7,9,6,10,10,10,5,5,9,3,3,5,5,4,2,6,2,4,4,2,1,1,6,1,5,4,4,3,1,48972.877948387366,690.9857499999999
1,5,3,10,6,9,8,10,8,7,5,5,7,5,10,4,4,2,6,1,7,5,6,4,2,3,4,6,5,2,1,2,2,63148.320340132836,846.6664999999999
1,2,0,9,10,10,6,6,8,10,5,8,5,7,2,5,3,5,8,7,7,3,7,6,1,1,0,3,2,1,3,1,2,46642.09531538049,658.9020000000002
2,4,1,7,6,9,9,4,9,10,6,10,10,8,7,6,7,9,2,2,2,5,7,5,1,4,6,5,1,5,4,2,1,88240.81839860654,1089.1382500000002
3,4,4,9,6,9,10,6,6,8,6,9,3,6,5,4,2,3,0,2,2,3,4,2,4,5,0,2,2,2,3,0,1,41068.4139690804,680.6540000000001
3,2,6,10,9,10,7,8,10,8,7,7,7,6,4,8,6,2,6,7,7,7,1,4,6,2,3,2,2,2,2,3,2,80592.49552577532,1043.4150000000002
1,4,5,10,9,8,5,10,8,10,6,8,3,5,7,10,6,2,6,3,3,3,4,4,5,1,4,4,5,0,2,2,4,70684.97592264203,957.13975
2,4,4,9,9,10,7,8,5,5,6,7,7,4,6,6,5,6,8,6,8,5,3,6,5,2,3,3,3,5,0,5,1,82782.43837313702,1097.8285000000003
3,3,4,10,10,9,9,6,8,10,10,6,4,4,3,5,3,2,6,4,4,1,0,2,1,1,1,1,2,1,0,3,2,33609.2607499781,564.53025
1,0,4,10,10,10,8,10,9,8,8,7,4,5,8,6,4,5,1,1,2,1,3,1,7,4,6,3,2,5,2,4,1,55518.85364376581,862.5732500000001
1,0,6,10,9,10,10,5,7,9,6,5,8,6,6,4,3,7,3,2,3,8,0,4,3,0,1,2,3,2,1,0,3,46054.19229538904,757.39475
3,8,9,9,10,7,8,8,9,4,9,7,7,4,7,7,5,8,6,2,5,5,2,6,2,2,4,2,1,2,1,3,2,78849.42771217298,1016.3235
1,3,5,10,10,8,10,10,5,6,8,10,10,10,6,2,4,6,3,6,6,3,5,4,3,3,3,2,4,2,3,1,3,77388.98518702608,1010.99225
4,3,9,10,9,5,8,7,10,2,10,10,8,10,6,10,4,9,6,4,2,10,3,3,2,3,2,5,2,1,4,3,1,96722.87236734967,1211.84925
3,3,6,10,4,10,10,9,10,8,4,5,4,5,8,8,4,4,3,4,2,5,4,2,0,3,5,3,2,1,4,1,0,51983.03753840285,762.7177499999999
1,2,6,7,6,9,10,7,8,9,4,7,8,6,4,5,7,8,6,5,4,6,4,5,3,2,4,3,2,4,3,3,1,75978.21469410318,1044.903
1,2,8,10,4,3,9,10,10,9,6,9,10,4,8,6,7,4,8,3,4,1,5,4,3,4,1,2,2,2,0,2,1,68629.3297619638,943.52825
0,3,7,6,8,10,8,10,7,2,10,10,7,6,6,4,0,5,3,4,4,4,1,5,3,1,3,4,4,0,1,3,3,54267.15861542758,779.2692499999997
1,5,6,8,10,10,6,6,8,10,10,5,6,7,5,0,3,3,4,3,2,3,5,3,5,2,4,1,4,0,1,3,5,50907.239037292966,717.8272499999999
1,1,10,10,9,9,10,7,9,6,6,5,5,3,4,9,6,7,7,3,6,3,4,2,3,2,5,4,2,7,3,6,2,83920.06612674096,1097.88725
5,3,2,8,9,6,10,6,10,4,10,7,7,2,7,8,8,5,4,7,2,4,3,4,3,4,2,1,4,3,2,6,2,70977.06089157147,938.30875
2,3,3,3,10,10,8,10,6,2,8,4,7,7,10,6,5,6,4,4,6,3,6,0,6,3,2,3,1,2,3,1,1,60282.27154132209,867.11375
2,7,4,3,9,5,5,10,10,4,2,5,8,4,6,6,6,3,3,4,5,3,4,7,3,2,4,2,3,3,1,3,2,58427.00739772877,809.3397499999999
1,2,7,8,8,10,9,9,6,10,6,6,5,6,8,10,6,5,3,7,7,4,3,5,5,4,3,3,1,3,4,4,5,95540.80582423479,1191.0622500000002
1,3,3,10,10,10,6,10,7,7,4,7,6,7,1,5,4,1,9,3,6,5,3,3,3,3,3,9,3,1,2,3,2,58274.18675414001,821.8554999999999
1,1,6,8,10,10,10,10,4,6,4,5,4,6,5,5,5,8,3,3,3,5,2,4,5,2,3,1,3,3,3,3,3,55971.970730066096,842.5435000000001
0,0,6,10,5,10,5,10,8,5,6,10,7,8,5,4,8,4,6,5,3,2,1,2,1,5,1,2,6,2,2,4,6,58107.62153502056,829.2985000000001
2,2,7,10,7,10,6,10,10,6,6,6,10,4,8,5,3,5,3,6,10,4,1,4,0,4,5,3,5,0,4,1,3,75331.25622484033,1000.5654999999999
5,4,5,10,9,8,8,8,10,7,8,10,6,2,7,4,5,4,4,3,7,4,6,1,2,3,2,0,0,1,3,3,5,65515.635306522956,909.931
2,1,2,9,7,8,10,6,10,8,7,8,4,4,10,4,5,2,0,2,2,4,5,3,1,3,2,3,2,2,2,5,0,43494.28600569492,698.3575
0,3,3,10,10,4,9,10,10,10,3,5,4,8,10,10,7,10,6,9,2,1,4,5,5,3,7,4,4,2,2,0,0,86039.3925030258,1097.43725
4,5,7,10,10,6,10,10,7,9,10,5,7,7,5,2,4,6,2,4,2,6,4,9,5,5,1,1,4,1,5,2,2,83115.08436858919,1082.3897499999998
1,7,4,10,10,10,6,6,6,6,4,7,8,8,9,6,7,3,4,5,4,6,2,3,3,6,2,6,2,1,5,2,0,69280.26849654155,943.257
2,3,4,10,10,8,7,8,7,9,6,6,7,6,2,4,4,7,1,3,3,3,4,4,5,3,1,3,6,3,3,2,2,53340.86930061061,807.6684999999999
3,4,4,6,7,6,6,10,9,9,7,5,3,5,2,3,6,6,5,5,1,5,3,1,2,8,4,4,3,4,3,0,1,54523.30886363851,810.2445000000002
3,2,3,9,8,10,9,10,9,7,5,6,9,2,3,6,9,3,5,3,4,2,3,2,6,6,7,8,1,4,2,3,3,72184.14635298346,950.26025
2,3,6,10,10,10,10,10,4,5,5,5,6,10,3,5,3,6,2,10,0,4,4,6,3,3,2,3,1,4,1,0,2,55752.7928514771,816.68775
